Source,Target,Weight,freqT1,freqT2,times,timesT1,timesT2
1826,1217,2,0,0,12,NULL,NULL
879,1870,3,0,2,33,NULL,14
327,2092,1,0,0,6,NULL,NULL
2092,1160,1,0,1,6,NULL,6
541,1119,1,0,0,12,NULL,NULL
2301,2262,1,0,0,7,NULL,NULL
2052,396,1,0,0,7,NULL,NULL
299,2104,1,0,0,7,NULL,NULL
704,119,1,0,1,6,NULL,6
999,1262,2,0,1,14,NULL,8
1021,252,1,1,0,14,7,NULL
1661,1164,1,0,1,7,NULL,7
17,1509,1,0,0,6,NULL,NULL
1457,1794,1,0,0,9,NULL,NULL
32,537,2,0,1,24,NULL,16
2032,1849,1,0,0,6,NULL,NULL
668,2131,73,30,47,1363,504,674
240,613,2,0,0,14,NULL,NULL
1702,1723,1,0,1,6,NULL,6
1449,353,1,0,0,6,NULL,NULL
2253,295,1,0,1,10,NULL,6
2032,37,1,0,0,6,NULL,NULL
430,1781,1,0,0,6,NULL,NULL
340,1243,1,1,0,8,7,NULL
668,711,2,1,0,18,7,NULL
2289,1509,7,4,2,80,40,14
851,1882,1,0,0,6,NULL,NULL
1558,430,2,0,0,12,NULL,NULL
1422,1205,1,0,0,6,NULL,NULL
1507,2003,3,3,0,18,18,NULL
1972,1141,1,0,0,6,NULL,NULL
858,1487,1,0,0,7,NULL,NULL
155,1023,1,0,0,6,NULL,NULL
1442,568,1,0,0,6,NULL,NULL
1401,6,2,1,0,13,6,NULL
77,2005,1,0,0,6,NULL,NULL
2098,1290,1,0,0,6,NULL,NULL
1460,481,2,0,0,12,NULL,NULL
1399,1160,1,1,1,28,13,14
1138,585,1,0,0,6,NULL,NULL
1702,1119,1,0,0,6,NULL,NULL
1438,257,7,5,5,241,81,110
2262,1150,1,0,0,7,NULL,NULL
287,246,1,0,1,10,NULL,9
277,543,1,0,0,6,NULL,NULL
1720,534,1,0,0,8,NULL,NULL
1609,1216,1,1,0,6,6,NULL
604,1218,1,0,0,6,NULL,NULL
337,43,1,0,0,6,NULL,NULL
64,1142,2,0,1,12,NULL,6
836,553,1,0,1,14,NULL,6
2270,862,3,0,0,19,NULL,NULL
664,875,1,0,0,6,NULL,NULL
2272,1729,15,8,12,445,168,214
960,1461,1,0,0,6,NULL,NULL
915,1590,1,1,0,7,7,NULL
1226,1567,1,0,0,7,NULL,NULL
2104,1781,1,1,0,8,8,NULL
1565,1555,2,0,0,13,NULL,NULL
1004,1886,4,0,1,35,NULL,7
1228,1223,1,1,0,8,6,NULL
101,1181,2,0,0,14,NULL,NULL
100,553,1,0,1,7,NULL,7
1971,1406,1,1,0,20,20,NULL
2139,1162,1,0,1,7,NULL,7
105,101,2,0,0,12,NULL,NULL
1179,1453,1,0,0,7,NULL,NULL
1555,2270,1,1,0,7,6,NULL
2242,665,2,0,0,12,NULL,NULL
364,419,1,0,0,8,NULL,NULL
430,1492,1,0,1,6,NULL,6
249,1580,1,0,0,6,NULL,NULL
1817,2085,1,1,0,6,6,NULL
1844,25,1,0,0,6,NULL,NULL
1740,707,1,0,1,6,NULL,6
612,2052,1,0,0,6,NULL,NULL
612,1216,6,0,2,47,NULL,12
2049,633,1,1,0,7,7,NULL
2084,2032,1,0,0,6,NULL,NULL
1024,1850,9,6,4,179,82,34
953,860,1,0,1,8,NULL,7
1163,1600,1,0,0,6,NULL,NULL
1448,853,13,6,7,431,134,186
1850,393,1,0,0,6,NULL,NULL
1449,2291,2,0,0,13,NULL,NULL
65,1564,1,0,0,6,NULL,NULL
1943,239,1,0,0,6,NULL,NULL
2047,1157,1,0,0,6,NULL,NULL
2121,2271,7,4,2,126,66,20
2063,17,1,0,0,6,NULL,NULL
28,1740,1,0,0,6,NULL,NULL
429,257,1,0,0,7,NULL,NULL
104,655,1,0,1,12,NULL,11
543,277,2,0,0,12,NULL,NULL
546,1145,1,0,0,6,NULL,NULL
1719,2104,1,0,1,11,NULL,9
1463,1870,2,0,1,14,NULL,8
1138,1899,1,0,1,7,NULL,6
2023,1509,3,0,0,23,NULL,NULL
1828,1580,1,0,0,6,NULL,NULL
1842,1786,1,0,0,6,NULL,NULL
257,1183,2,0,0,12,NULL,NULL
974,665,3,0,0,20,NULL,NULL
664,2103,32,15,20,544,241,222
1208,867,1,0,0,6,NULL,NULL
846,1441,1,1,0,8,8,NULL
1002,1022,5,4,2,276,185,48
340,1143,4,2,1,27,12,6
651,2139,1,0,0,6,NULL,NULL
406,1815,1,0,0,6,NULL,NULL
1017,276,2,0,0,12,NULL,NULL
1387,519,1,0,0,7,NULL,NULL
1809,438,1,1,0,31,26,NULL
604,1401,2,1,0,15,7,NULL
1130,2267,1,0,0,6,NULL,NULL
2056,1414,1,0,0,6,NULL,NULL
2272,1517,1,0,0,6,NULL,NULL
2142,662,2,0,0,13,NULL,NULL
1750,1801,1,1,0,8,6,NULL
229,385,5,0,2,44,NULL,26
1600,355,1,0,0,6,NULL,NULL
28,1325,1,1,0,6,6,NULL
1151,2258,8,6,5,177,96,41
1844,1442,1,0,0,7,NULL,NULL
336,2031,1,0,0,6,NULL,NULL
19,252,2,1,0,18,9,NULL
135,1136,2,0,0,14,NULL,NULL
1447,2008,5,2,2,120,47,41
2244,1137,4,2,0,60,42,NULL
1180,879,1,0,1,8,NULL,7
862,1509,1,0,0,6,NULL,NULL
1735,1574,4,0,2,39,NULL,14
1030,2052,3,0,1,21,NULL,7
1119,1747,1,0,1,9,NULL,7
604,405,3,1,0,18,6,NULL
876,876,36,25,30,1234,409,609
457,849,1,0,0,6,NULL,NULL
1228,1435,1,0,0,6,NULL,NULL
2049,1417,2,0,1,78,NULL,59
337,853,7,2,4,138,36,46
526,391,1,0,1,6,NULL,6
2270,49,2,0,0,12,NULL,NULL
257,1598,1,0,0,7,NULL,NULL
1834,1155,1,0,0,15,NULL,NULL
2049,2256,1,0,1,6,NULL,6
1499,90,4,3,2,94,40,48
1998,580,2,1,0,20,8,NULL
37,580,3,1,1,24,6,7
556,1661,3,0,0,20,NULL,NULL
874,639,1,0,0,6,NULL,NULL
1881,1266,1,0,0,7,NULL,NULL
1433,1433,133,78,61,4266,1604,1255
230,226,23,7,16,540,109,312
2291,2267,1,0,0,6,NULL,NULL
1743,1177,2,2,2,90,40,23
639,1598,1,0,0,6,NULL,NULL
439,1139,1,0,0,6,NULL,NULL
1845,2067,1,0,0,6,NULL,NULL
1290,980,1,0,0,6,NULL,NULL
1725,56,1,0,0,6,NULL,NULL
300,1813,1,0,0,9,NULL,NULL
2152,1733,1,0,0,8,NULL,NULL
712,1248,1,1,0,7,6,NULL
826,664,3,2,2,70,28,32
1560,587,1,0,0,6,NULL,NULL
2149,1844,4,3,2,74,44,16
1677,1899,7,1,2,67,6,22
1703,834,2,1,0,28,14,NULL
825,1825,1,0,0,8,NULL,NULL
1257,611,2,1,0,14,6,NULL
283,2305,1,0,0,6,NULL,NULL
537,2096,7,4,5,404,194,115
1228,1246,1,0,0,6,NULL,NULL
1030,867,2,0,1,12,NULL,6
1394,321,1,0,0,6,NULL,NULL
1382,1426,1,1,0,6,6,NULL
1142,2021,1,1,0,10,8,NULL
668,1833,3,1,0,19,6,NULL
1437,287,1,0,0,7,NULL,NULL
2119,580,6,0,2,54,NULL,21
1828,1995,1,1,0,6,6,NULL
946,285,1,0,0,7,NULL,NULL
1885,143,3,2,2,62,19,26
1677,2294,1,1,0,8,7,NULL
239,2272,4,0,0,31,NULL,NULL
4,277,1,1,1,43,6,21
295,1223,1,0,0,6,NULL,NULL
580,545,1,0,0,6,NULL,NULL
2085,1801,1,1,0,6,6,NULL
226,1140,2,0,1,16,NULL,7
682,230,1,0,0,6,NULL,NULL
2135,1850,1,1,0,22,21,NULL
1162,2008,1,1,0,13,6,NULL
651,679,1,1,0,6,6,NULL
1564,340,4,0,1,29,NULL,6
288,1501,1,0,1,8,NULL,6
2121,1438,10,4,7,271,87,90
2098,1436,1,0,0,6,NULL,NULL
1833,2084,1,1,1,59,27,23
241,1121,1,0,0,7,NULL,NULL
1228,1661,1,0,0,6,NULL,NULL
1813,520,1,0,0,6,NULL,NULL
620,261,1,0,0,6,NULL,NULL
77,677,5,2,2,73,21,25
6,1722,1,0,0,7,NULL,NULL
1564,1548,1,0,0,6,NULL,NULL
2254,2254,67,41,48,2260,1010,1043
77,1487,1,1,0,6,6,NULL
1436,1136,1,0,0,6,NULL,NULL
420,226,4,2,2,104,43,47
874,1257,1,1,0,15,9,NULL
1545,1545,122,63,53,2984,1359,871
1547,1436,1,0,0,8,NULL,NULL
80,1422,1,0,0,6,NULL,NULL
1140,553,2,1,1,23,6,15
1844,1671,1,0,0,6,NULL,NULL
391,546,2,0,1,14,NULL,6
319,319,114,43,51,1968,517,856
1721,1142,2,1,0,14,7,NULL
1817,439,2,1,1,19,6,6
2108,1723,1,0,0,6,NULL,NULL
2083,960,1,1,0,35,31,NULL
1024,296,1,0,1,6,NULL,6
1781,613,1,0,0,6,NULL,NULL
1845,633,2,1,1,22,9,6
867,1409,3,1,0,21,7,NULL
1971,1804,1,0,0,6,NULL,NULL
449,2007,23,1,2,171,6,12
1400,712,1,0,0,7,NULL,NULL
98,725,2,0,0,13,NULL,NULL
131,1014,2,2,1,32,21,6
1232,1165,1,0,0,6,NULL,NULL
703,965,2,0,1,15,NULL,8
80,1024,1,0,0,6,NULL,NULL
526,1410,1,0,0,6,NULL,NULL
100,1778,3,3,3,96,27,53
2056,255,2,0,1,14,NULL,7
1290,611,1,0,1,7,NULL,6
257,1166,1,0,0,6,NULL,NULL
1576,1886,2,1,0,12,6,NULL
262,1169,1,0,0,6,NULL,NULL
1737,2000,1,1,0,7,7,NULL
321,370,9,4,7,194,77,87
661,568,1,0,0,7,NULL,NULL
295,439,1,1,0,8,6,NULL
1590,2083,1,1,0,19,19,NULL
1850,1435,1,0,0,6,NULL,NULL
343,1590,3,1,1,22,6,10
1463,1455,1,0,0,6,NULL,NULL
842,1751,1,0,1,6,NULL,6
91,2108,1,0,0,6,NULL,NULL
2026,4,1,1,0,9,9,NULL
1460,1205,1,0,0,6,NULL,NULL
1296,1600,1,0,0,6,NULL,NULL
2268,854,1,0,0,6,NULL,NULL
295,38,1,0,0,13,NULL,NULL
1722,1232,1,0,0,6,NULL,NULL
2288,612,3,0,1,29,NULL,7
1226,1401,1,0,0,6,NULL,NULL
66,2032,2,0,0,13,NULL,NULL
569,583,59,15,22,640,120,203
2076,1424,2,0,0,15,NULL,NULL
1492,2131,1,0,1,7,NULL,6
1882,1522,1,0,0,7,NULL,NULL
974,688,10,5,6,484,219,197
43,321,3,1,2,42,14,19
2051,2267,1,0,0,6,NULL,NULL
353,65,1,0,0,6,NULL,NULL
3,396,1,0,0,6,NULL,NULL
1833,2107,1,0,0,6,NULL,NULL
1023,621,1,0,1,19,NULL,19
1408,550,1,1,0,23,20,NULL
1850,227,1,0,1,7,NULL,6
645,1127,1,0,0,6,NULL,NULL
1850,2242,1,0,0,8,NULL,NULL
904,904,12,8,6,265,164,69
371,582,1,1,0,14,12,NULL
1439,1174,6,1,0,52,11,NULL
970,1788,1,0,1,17,NULL,11
251,1817,1,0,0,6,NULL,NULL
1850,1850,66,46,28,1641,978,338
115,554,1,0,0,6,NULL,NULL
1134,1393,2,0,0,14,NULL,NULL
2070,37,2,0,0,12,NULL,NULL
1466,577,1,0,0,6,NULL,NULL
1248,417,1,0,0,6,NULL,NULL
646,115,1,1,0,7,6,NULL
226,2242,1,0,0,6,NULL,NULL
43,1217,2,0,0,15,NULL,NULL
1482,725,1,0,0,6,NULL,NULL
1127,257,1,0,0,8,NULL,NULL
235,2273,2,0,0,13,NULL,NULL
2096,864,1,1,0,6,6,NULL
860,1160,1,0,0,7,NULL,NULL
357,296,1,0,1,6,NULL,6
256,2092,1,0,0,6,NULL,NULL
2084,343,1,0,0,6,NULL,NULL
2056,123,1,0,0,6,NULL,NULL
1518,1547,1,1,0,6,6,NULL
2037,1165,1,0,0,6,NULL,NULL
1545,864,1,0,0,6,NULL,NULL
1422,621,1,0,0,6,NULL,NULL
2261,2105,1,0,0,6,NULL,NULL
2048,2120,1,1,0,17,16,NULL
2267,1262,1,0,0,6,NULL,NULL
1302,233,1,0,0,6,NULL,NULL
287,1720,1,0,0,6,NULL,NULL
1166,1824,1,0,0,7,NULL,NULL
1972,557,1,1,0,8,6,NULL
860,1555,1,1,0,8,6,NULL
907,1838,1,0,0,7,NULL,NULL
631,240,1,0,1,6,NULL,6
1174,2031,1,0,1,6,NULL,6
1729,61,1,0,0,10,NULL,NULL
556,556,99,57,57,2683,928,1024
42,629,4,0,1,31,NULL,7
56,1456,1,1,1,31,16,15
481,995,4,1,1,28,6,6
1461,299,2,0,1,17,NULL,6
1461,2291,1,0,0,7,NULL,NULL
1752,1560,1,0,0,12,NULL,NULL
1290,1710,3,1,1,67,13,39
1720,863,1,0,0,6,NULL,NULL
1564,240,3,2,0,19,12,NULL
662,973,4,1,0,26,6,NULL
1431,2252,1,0,0,6,NULL,NULL
553,1228,1,0,0,6,NULL,NULL
2287,1438,2,0,0,12,NULL,NULL
1466,262,1,1,0,13,13,NULL
1457,569,1,0,0,7,NULL,NULL
2293,1173,1,0,0,6,NULL,NULL
2119,285,1,0,0,6,NULL,NULL
1464,1021,10,2,4,107,27,31
921,43,1,0,1,6,NULL,6
1545,48,1,0,0,6,NULL,NULL
1413,536,1,1,1,27,17,7
1735,429,3,1,0,18,6,NULL
992,1886,1,1,1,34,23,11
2017,992,1,1,0,6,6,NULL
1453,1457,1,0,0,6,NULL,NULL
988,1177,1,0,0,6,NULL,NULL
90,604,3,1,1,99,68,15
248,76,5,0,2,35,NULL,12
1408,1022,1,0,0,6,NULL,NULL
82,1393,2,1,0,16,6,NULL
396,1262,2,0,1,14,NULL,6
1448,1786,1,0,0,7,NULL,NULL
246,1024,4,0,3,55,NULL,38
554,293,1,0,0,6,NULL,NULL
2085,1721,1,0,0,8,NULL,NULL
1448,1159,1,0,0,7,NULL,NULL
65,419,1,1,0,9,7,NULL
520,965,1,0,0,6,NULL,NULL
1490,348,1,0,0,6,NULL,NULL
974,1996,5,1,3,51,6,29
992,884,7,1,3,85,10,24
98,18,1,1,0,9,9,NULL
569,1296,1,0,0,6,NULL,NULL
664,629,1,1,0,6,6,NULL
1719,959,1,0,0,7,NULL,NULL
553,438,1,0,0,6,NULL,NULL
257,1661,1,0,0,7,NULL,NULL
396,2052,2,0,0,14,NULL,NULL
327,25,1,1,1,30,15,7
32,554,7,5,2,144,66,17
1164,937,1,1,0,7,6,NULL
329,105,2,0,2,14,NULL,13
2047,2262,1,0,0,7,NULL,NULL
1461,1507,1,0,0,8,NULL,NULL
262,651,1,1,0,9,6,NULL
1127,1459,1,0,0,6,NULL,NULL
1589,290,1,0,0,6,NULL,NULL
1203,1399,1,1,1,24,9,14
235,1460,1,0,0,6,NULL,NULL
1262,2120,1,0,1,6,NULL,6
1528,1433,1,0,1,7,NULL,7
1971,284,3,1,0,20,7,NULL
1449,960,4,0,1,35,NULL,10
2287,834,1,0,0,6,NULL,NULL
1736,702,1,0,0,6,NULL,NULL
89,1141,2,1,1,23,12,6
230,555,1,0,0,7,NULL,NULL
277,1442,1,0,0,6,NULL,NULL
285,1068,22,9,7,358,105,128
1551,439,1,0,1,6,NULL,6
844,703,2,1,0,15,6,NULL
1817,2142,1,0,1,9,NULL,6
2135,2139,1,0,0,6,NULL,NULL
2149,1718,1,1,0,6,6,NULL
329,2120,4,0,0,25,NULL,NULL
1223,1157,1,1,0,7,6,NULL
92,2066,1,0,0,6,NULL,NULL
240,1838,10,2,2,77,13,12
1737,1499,1,0,0,6,NULL,NULL
682,2119,1,0,0,6,NULL,NULL
1719,590,1,0,0,7,NULL,NULL
2007,917,2,0,1,19,NULL,8
2122,409,1,1,1,62,14,42
226,825,1,0,0,6,NULL,NULL
1842,1119,1,0,1,6,NULL,6
1137,1119,1,0,0,10,NULL,NULL
2025,438,1,0,1,6,NULL,6
1724,553,1,0,1,13,NULL,11
2076,923,1,0,0,6,NULL,NULL
1786,1541,1,0,0,6,NULL,NULL
73,1677,1,0,0,7,NULL,NULL
285,1257,1,0,1,6,NULL,6
2068,481,2,0,0,12,NULL,NULL
1590,2023,2,0,0,12,NULL,NULL
2242,834,1,1,1,23,10,13
853,2288,2,1,1,83,22,50
2103,277,1,0,0,9,NULL,NULL
1119,290,1,0,0,6,NULL,NULL
1173,1735,1,0,0,8,NULL,NULL
651,682,3,1,1,24,7,11
2023,865,2,1,0,15,8,NULL
239,28,1,0,0,6,NULL,NULL
277,1817,1,0,0,7,NULL,NULL
995,2010,1,0,0,6,NULL,NULL
844,1218,1,0,0,8,NULL,NULL
2069,846,1,0,0,7,NULL,NULL
1698,871,1,0,0,6,NULL,NULL
2253,252,8,3,3,227,103,60
1943,1172,1,0,0,6,NULL,NULL
1325,1217,10,2,2,93,20,14
257,1850,1,0,0,7,NULL,NULL
18,371,1,0,0,6,NULL,NULL
533,2051,2,1,0,13,7,NULL
1844,2109,1,0,1,7,NULL,7
1460,20,1,0,1,7,NULL,7
850,1291,1,0,0,7,NULL,NULL
703,135,2,1,0,12,6,NULL
658,1492,1,0,1,7,NULL,7
1460,43,2,0,1,16,NULL,7
438,262,1,1,0,6,6,NULL
385,662,2,0,0,14,NULL,NULL
1014,1317,4,1,3,41,7,24
1274,294,1,0,0,9,NULL,NULL
635,431,1,1,1,27,10,7
123,555,1,0,1,7,NULL,6
1436,1159,1,0,0,7,NULL,NULL
1454,1567,1,0,0,7,NULL,NULL
1828,2244,1,0,1,6,NULL,6
1783,853,2,0,1,17,NULL,6
871,2121,2,0,0,13,NULL,NULL
2067,1290,1,0,0,6,NULL,NULL
1457,2146,1,1,0,8,6,NULL
73,1442,1,0,0,6,NULL,NULL
1750,115,1,1,1,38,21,14
2299,1461,6,1,1,68,9,10
1740,1740,56,30,29,1303,466,381
37,620,1,0,0,7,NULL,NULL
1530,1530,21,17,8,537,261,157
1996,569,1,0,1,14,NULL,14
1783,2270,1,0,0,6,NULL,NULL
687,90,1,0,0,7,NULL,NULL
1227,552,1,0,0,6,NULL,NULL
2068,1815,1,0,0,6,NULL,NULL
1783,43,5,1,3,55,8,29
2152,385,1,0,0,6,NULL,NULL
1564,1173,1,0,0,6,NULL,NULL
557,520,10,5,2,129,62,20
6,1845,1,0,0,7,NULL,NULL
689,1449,1,0,0,6,NULL,NULL
430,613,1,0,0,7,NULL,NULL
1523,1507,1,0,0,6,NULL,NULL
2020,1448,1,0,0,8,NULL,NULL
1248,42,1,0,0,10,NULL,NULL
816,838,6,0,2,53,NULL,13
2000,1899,1,0,0,6,NULL,NULL
104,904,1,1,0,6,6,NULL
348,1828,1,0,0,6,NULL,NULL
537,1555,6,2,3,140,67,49
980,257,3,2,3,162,31,105
967,1787,1,0,1,10,NULL,8
1448,77,1,0,0,6,NULL,NULL
1119,2108,1,0,1,8,NULL,8
2122,841,1,0,1,20,NULL,14
679,1248,4,0,1,27,NULL,6
1523,1719,1,0,0,8,NULL,NULL
1482,1555,1,0,0,6,NULL,NULL
702,105,1,0,0,7,NULL,NULL
255,67,1,0,0,6,NULL,NULL
2302,1539,1,0,0,6,NULL,NULL
1461,1461,97,39,59,2592,796,1100
1736,1243,9,0,1,64,NULL,6
262,64,1,0,0,8,NULL,NULL
1283,1155,1,0,0,12,NULL,NULL
553,2021,1,0,0,9,NULL,NULL
1246,77,1,1,1,17,6,10
1426,1977,2,1,1,38,10,20
679,1068,3,3,3,78,24,32
1547,371,1,0,0,6,NULL,NULL
391,2152,1,0,0,6,NULL,NULL
449,2070,2,0,0,12,NULL,NULL
269,585,1,0,0,6,NULL,NULL
2289,2256,1,0,0,6,NULL,NULL
853,1870,6,2,5,66,12,38
2105,666,1,0,0,7,NULL,NULL
1205,1433,1,0,0,6,NULL,NULL
689,430,1,1,0,9,6,NULL
1794,1794,205,76,115,4697,1341,2088
1021,2021,12,5,7,179,64,62
1972,1519,2,1,1,33,9,12
1716,2275,1,0,0,6,NULL,NULL
915,319,2,1,0,15,7,NULL
1177,629,8,2,6,101,15,55
64,1998,2,0,0,15,NULL,NULL
1598,2259,1,0,0,6,NULL,NULL
240,364,1,0,0,6,NULL,NULL
1545,838,8,0,5,66,NULL,34
1136,863,1,0,0,6,NULL,NULL
569,42,1,0,0,6,NULL,NULL
232,1130,1,0,0,6,NULL,NULL
1703,1392,1,0,0,6,NULL,NULL
1163,1740,1,0,1,7,NULL,6
1214,1401,1,0,1,6,NULL,6
319,877,1,0,0,7,NULL,NULL
1430,2288,1,0,0,6,NULL,NULL
1975,77,1,0,0,6,NULL,NULL
612,2069,3,1,2,112,33,68
533,1447,1,1,0,6,6,NULL
658,865,1,0,0,7,NULL,NULL
147,438,1,0,0,7,NULL,NULL
2051,2032,1,0,1,8,NULL,6
409,1564,3,0,1,44,NULL,10
2103,91,3,2,1,92,65,11
1413,702,12,5,8,276,81,115
569,646,1,0,0,6,NULL,NULL
970,79,1,0,0,6,NULL,NULL
1679,682,1,0,1,47,NULL,45
267,577,1,0,0,8,NULL,NULL
248,1447,1,1,0,6,6,NULL
49,417,1,1,0,6,6,NULL
2253,80,1,0,0,6,NULL,NULL
1739,966,1,0,0,6,NULL,NULL
64,1248,11,5,7,161,68,64
2294,665,1,0,0,6,NULL,NULL
1433,1725,1,0,0,6,NULL,NULL
1824,980,1,0,0,6,NULL,NULL
537,1223,1,0,0,6,NULL,NULL
917,327,2,0,0,12,NULL,NULL
1439,1509,1,0,0,9,NULL,NULL
1127,65,2,2,0,21,14,NULL
2301,1266,1,0,1,7,NULL,7
2268,1518,1,0,0,6,NULL,NULL
1022,2111,2,2,0,23,21,NULL
2021,1721,1,0,0,7,NULL,NULL
1143,2131,1,0,0,7,NULL,NULL
863,2008,1,0,0,6,NULL,NULL
1743,2070,1,0,0,6,NULL,NULL
1136,1138,1,0,0,6,NULL,NULL
1033,610,1,0,1,8,NULL,7
651,1850,4,3,1,49,36,7
1160,2014,28,10,12,385,105,153
849,2014,26,11,11,552,197,225
1735,867,5,0,0,36,NULL,NULL
583,703,1,0,0,6,NULL,NULL
867,1535,4,0,0,28,NULL,NULL
586,2012,1,0,1,11,NULL,8
1155,262,1,1,0,6,6,NULL
1611,1164,1,0,0,6,NULL,NULL
1171,2119,1,0,0,6,NULL,NULL
864,249,1,0,0,6,NULL,NULL
946,972,1,0,0,16,NULL,NULL
2287,2271,6,1,1,121,19,33
73,68,6,3,4,164,23,83
2085,327,1,0,0,8,NULL,NULL
639,679,1,1,0,6,6,NULL
1741,1017,1,0,0,11,NULL,NULL
1424,2069,1,0,0,6,NULL,NULL
2120,329,1,0,0,7,NULL,NULL
1143,1739,1,0,0,6,NULL,NULL
1736,1492,1,0,0,6,NULL,NULL
396,429,2,0,1,13,NULL,6
1820,251,1,0,0,6,NULL,NULL
1325,261,1,0,0,6,NULL,NULL
658,1243,1,0,0,6,NULL,NULL
439,621,2,0,0,12,NULL,NULL
2002,1598,1,0,0,8,NULL,NULL
2259,863,1,0,0,7,NULL,NULL
1735,1262,2,0,0,12,NULL,NULL
299,876,1,0,0,6,NULL,NULL
1966,384,2,0,0,14,NULL,NULL
902,1122,1,1,0,8,7,NULL
340,2265,3,1,0,19,6,NULL
1564,1030,1,0,0,7,NULL,NULL
946,1547,1,0,1,6,NULL,6
998,419,1,0,0,7,NULL,NULL
2244,1661,1,0,1,6,NULL,6
290,639,1,0,1,6,NULL,6
651,1824,1,0,0,6,NULL,NULL
1509,2289,8,4,2,85,39,14
1753,1567,1,1,1,23,10,10
1203,2,2,0,1,18,NULL,7
1399,1163,1,1,0,8,7,NULL
687,2254,1,0,0,6,NULL,NULL
1216,1177,7,1,4,60,6,28
661,2111,1,0,1,6,NULL,6
340,430,2,0,0,12,NULL,NULL
998,631,1,0,0,7,NULL,NULL
1232,2058,1,0,0,6,NULL,NULL
582,258,7,3,3,161,75,35
604,90,3,1,1,101,71,13
49,1834,3,1,1,58,13,15
1794,1731,1,0,0,7,NULL,NULL
90,973,1,0,1,6,NULL,6
292,86,1,0,0,6,NULL,NULL
2280,250,1,0,0,7,NULL,NULL
611,1899,4,0,2,31,NULL,12
691,550,1,0,1,7,NULL,6
1208,343,2,1,0,12,6,NULL
1813,646,1,0,0,6,NULL,NULL
1455,1743,1,0,1,6,NULL,6
115,1487,1,0,0,6,NULL,NULL
1824,1166,1,0,0,7,NULL,NULL
1398,1534,1,0,0,6,NULL,NULL
1723,1528,3,1,2,41,8,15
1565,871,1,0,0,6,NULL,NULL
2272,20,1,1,0,14,8,NULL
287,1142,2,0,0,15,NULL,NULL
319,1833,95,35,36,1271,446,438
2000,1547,3,1,0,24,9,NULL
1437,1226,1,1,0,9,8,NULL
147,1998,1,0,0,8,NULL,NULL
908,70,1,0,0,6,NULL,NULL
1723,712,1,0,1,7,NULL,6
2026,2271,1,0,0,6,NULL,NULL
960,1564,14,1,2,106,7,14
1325,49,1,0,0,6,NULL,NULL
38,295,1,0,0,12,NULL,NULL
1718,1164,1,0,0,6,NULL,NULL
568,868,2,0,1,12,NULL,6
2014,1541,1,0,0,7,NULL,NULL
155,1813,1,1,0,6,6,NULL
420,704,1,1,0,6,6,NULL
264,2096,1,0,0,6,NULL,NULL
439,1225,1,1,0,6,6,NULL
2104,1492,1,0,1,6,NULL,6
631,655,1,0,0,6,NULL,NULL
2066,1804,1,0,1,7,NULL,6
1460,1291,2,0,1,14,NULL,7
1460,2287,2,0,2,22,NULL,14
1273,1409,1,1,0,6,6,NULL
633,1731,1,0,0,7,NULL,NULL
612,1740,2,0,1,17,NULL,6
2107,966,1,0,1,10,NULL,10
1014,1068,1,0,1,8,NULL,8
590,2300,2,0,0,13,NULL,NULL
276,18,4,0,2,29,NULL,13
2005,76,1,0,0,6,NULL,NULL
2000,1155,1,0,0,6,NULL,NULL
1817,293,3,0,1,24,NULL,6
1325,2007,1,0,1,9,NULL,6
651,2262,1,0,0,6,NULL,NULL
2139,1291,1,0,0,8,NULL,NULL
135,80,2,2,0,12,12,NULL
357,233,1,0,0,8,NULL,NULL
1291,1740,2,1,0,38,25,NULL
2110,2152,1,0,0,6,NULL,NULL
89,76,1,0,0,6,NULL,NULL
534,392,2,0,0,104,NULL,NULL
1562,1454,1,0,0,6,NULL,NULL
2111,2110,1,0,0,6,NULL,NULL
49,2146,3,2,3,247,106,115
1202,874,1,0,0,7,NULL,NULL
866,1983,1,1,0,6,6,NULL
1283,691,3,1,0,33,8,NULL
1257,262,1,0,1,6,NULL,6
1507,2023,5,0,0,30,NULL,NULL
557,2103,1,0,0,6,NULL,NULL
1460,853,6,2,3,101,18,51
712,1325,1,0,0,6,NULL,NULL
226,2096,1,0,1,30,NULL,28
1203,2252,1,0,0,6,NULL,NULL
830,560,1,0,0,12,NULL,NULL
1162,1547,1,0,0,7,NULL,NULL
584,1523,1,0,1,6,NULL,6
246,248,2,1,1,19,7,6
839,568,1,0,0,9,NULL,NULL
1177,1843,1,0,0,7,NULL,NULL
292,1457,2,2,0,24,21,NULL
2289,610,1,1,0,6,6,NULL
867,1738,2,1,0,16,6,NULL
1228,2305,2,1,1,32,8,9
902,973,1,0,0,8,NULL,NULL
249,1783,2,0,1,14,NULL,6
294,1013,1,0,0,6,NULL,NULL
1202,2288,1,0,0,8,NULL,NULL
357,651,7,3,1,80,44,7
43,862,5,0,1,41,NULL,7
959,564,2,0,1,15,NULL,9
2098,2000,2,0,1,25,NULL,18
539,481,1,0,1,6,NULL,6
2058,867,2,0,0,18,NULL,NULL
1547,2000,4,1,0,28,8,NULL
277,1794,2,0,1,14,NULL,8
233,556,1,0,0,6,NULL,NULL
405,1416,1,0,0,6,NULL,NULL
1173,2293,1,0,0,6,NULL,NULL
1885,1022,2,1,2,33,9,24
862,1257,2,0,0,12,NULL,NULL
